Classification Level,Count
Kingella,949
Massilia,4254
horsej-a03,26
Aurantimicrobium,94
Kocuria,3354
Porphyromonas,5316
Acinetobacter,22909
Veillonella,7396
Aliivibrio,487
Incertae Sedis,1418
Staphylococcus,140858
Ferruginibacter,831
Clostridium sensu stricto 1,9255
Methylobacillus,105
Methylophaga,455
Streptomyces,23042
Prevotella_7,4117
Bacillus,67032
Escherichia-Shigella,34830
Pseudomonas,53933
Novosphingobium,2228
UCG-002,1816
Romboutsia,2143
Bilophila,139
Diaphorobacter,7183
Roseburia,6107
Klebsiella,15270
Serratia,11040
Terrisporobacter,708
Bacteroides,38678
Marinoscillum,298
Alloprevotella,3140
Halomonas,5565
Clade Ia,5887
Rikenella,66
Brevundimonas,3160
Ferrimonas,95
Lautropia,1344
Chlamydia,924
Paracoccus,2641
Acidovorax,6262
Laceyella,43
Solirubrobacter,365
Pantoea,5444
Ideonella,219
Candidatus Competibacter,251
Synechococcus CC9902,1987
Lentilactobacillus,1071
Borreliella,480
Delftia,2907
Enterococcus,15539
Desulfuromonas,227
Planktomarina,1670
Burkholderia-Caballeronia-Paraburkholderia,14767
Moheibacter,121
Odoribacter,805
Streptococcus,75361
Halobacillus,824
[Ruminococcus] gauvreauii group,777
Chroococcidiopsis SAG 2023,57
Candidatus Actinomarina,1955
Lactococcus,4773
Anaerostipes,2277
Spirochaeta 2,2010
Anoxybacillus,5390
C1-B045,379
Rikenellaceae RC9 gut group,3809
Rhodococcus,3824
Thiobacillus,703
Hydrogenophaga,1038
Aminomonas,4
Sulfurovum,2721
Vibrio,13551
Prevotellaceae UCG-004,150
Dialister,2670
Agathobacter,4322
Sphingomonas,6754
Lachnospiraceae NK4A136 group,9752
Paenibacillus,7574
Dolosigranulum,3464
Finegoldia,1797
Actinomyces,5778
Listeria,3548
Blautia,9896
Arthrobacter,3391
Simplicispira,202
Stenotrophomonas,6771
Kosakonia,969
Ureaplasma,1308
WCHB1-32,15528
Raineya,32
Halochromatium,354
Lachnospiraceae UCG-008,766
LCP-80,235
SUP05 cluster,2847
Clostridium sensu stricto 13,468
Candidatus Methylopumilus,356
Sedimentibacter,300
JGI 0001001-H03,327
Lactiplantibacillus,5901
Actinobacillus,3613
Lactobacillus,11042
Pseudolabrys,321
Amylibacter,989
Gemella,6319
Enorma,31
Helicobacter,2111
Haemophilus,9676
Seinonella,3
Leuconostoc,3311
Prevotella,8864
Barnesiella,750
Lawsonella,5886
Nonlabens,153
Marinobacter,2651
Prochlorococcus MIT9313,2237
Simonsiella,131
Limosilactobacillus,4939
Weissella,2558
AAP99,86
Candidatus Cloacimonas,444
Candidatus Saccharimonas,230
Parabacteroides,3159
Psychrobacter,4434
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,8200
Yoonia-Loktanella,434
Xanthomonas,2038
Xenophilus,79
Peptoniphilus,2576
Desulfonema,1673
Candidatus Solibacter,1137
Neisseria,12181
Nitrobacter,128
Thermus,492
[Ruminococcus] gnavus group,1967
Treponema,3617
Monoglobus,661
Collinsella,1671
Alcanivorax,1858
Syntrophothermus,9
Leucobacter,606
Acidibacter,486
Salmonella,13712
Anaerococcus,4981
Alteromonas,2056
